Month,file,sum,mean,median,std,var,max,min,totalpix,nanpix,statipix,percent
Jan,S20050012005031.MON.chlor_a.csv,3032.72342265,30.0269645807,22.9872112751,17.5180792949,306.883102184,87.6893157959,15.1546001434,985680,617035,101,0.0273976319
Feb,S20050322005059.MON.chlor_a.csv,3765.47885475,22.2809399689,19.5044106722,9.8709478827,97.4356121027,68.9825744629,15.0037486553,985680,660656,169,0.0519961603
Mar,S20050602005090.MON.chlor_a.csv,10983.1461921,27.7352176568,23.5746221542,13.7614172473,189.376604655,85.4209365845,15.0910162926,985680,633610,396,0.1124776323
Apr,S20050912005120.MON.chlor_a.csv,7692.88307645,23.0325840612,19.2636381611,10.9320279176,119.509234391,84.7863845825,15.08603701,985680,392407,334,0.0562978595
May,S20051212005151.MON.chlor_a.csv,5848.13829965,21.7402910768,19.8542633951,9.7210595616,94.4989989994,80.4225082397,15.0043134689,985680,398970,269,0.0458488862
Jun,S20051522005181.MON.chlor_a.csv,1232.90877926,23.7097842166,20.4312133789,10.5218665269,110.70967521,64.078086853,15.0479755402,985680,672690,52,0.0166139493
Jul,S20051822005212.MON.chlor_a.csv,5366.01142259,26.3039775617,21.2553100586,16.1076777688,259.457283104,97.2804718018,15.1580247879,985680,469933,204,0.0395542776
Aug,S20052132005243.MON.chlor_a.csv,10249.8954559,24.8181488036,22.2085824013,9.4105263171,88.5580055643,69.9899673462,15.0106882254,985680,394813,413,0.0698972865
Sep,S20052442005273.MON.chlor_a.csv,12926.4685046,26.1669402927,21.8840618134,13.9776657978,195.375141154,99.7157058716,15.0696497858,985680,397279,494,0.0839563495
Oct,S20052742005304.MON.chlor_a.csv,6240.33456873,21.4444486898,19.2594270706,7.760658326,60.2278176526,73.3038635254,15.0035431609,985680,389116,291,0.048779343
Nov,S20053052005334.MON.chlor_a.csv,19044.345475,21.5922284297,19.1098888346,7.8225670795,61.1925557138,71.9108810425,15.0008204248,985680,424859,882,0.1572694318
Dec,S20053352005365.MON.chlor_a.csv,5568.78717996,23.6969667232,20.0754146576,12.4898860849,155.997254414,99.9407806396,15.0480127335,985680,623907,235,0.0649578603
Jan,S20060012006031.MON.chlor_a.csv,3832.48346403,26.4309204416,22.0750102997,13.0002852818,169.007417407,92.6855316162,15.0388660431,985680,475538,145,0.0284234586
Feb,S20060322006059.MON.chlor_a.csv,2185.72845928,24.5587467335,21.1816997528,11.8328364506,140.016018466,97.4656982422,15.0655300617,985680,422794,89,0.0158113721
Mar,S20060602006090.MON.chlor_a.csv,7954.13227653,24.1766938496,20.6374721527,12.7628582407,162.890550472,97.7441101074,15.008751591,985680,426096,329,0.0587936753
Apr,S20060912006120.MON.chlor_a.csv,3065.84219181,28.387427702,21.7477701902,17.167220347,294.713454441,98.3231964111,15.0234680176,985680,419836,108,0.0190865327
May,S20061212006151.MON.chlor_a.csv,7293.25643489,23.91231618,20.1443978945,11.0163494945,121.359956184,90.3890762329,15.0142507553,985680,403933,305,0.0524282893
Jun,S20061522006181.MON.chlor_a.csv,2864.19606735,25.8035681744,20.6228046417,16.304207953,265.827196976,99.7268753052,15.0727462769,985680,418525,111,0.0195713694
Jul,S20061822006212.MON.chlor_a.csv,3517.29664302,33.4980632668,25.6911511421,20.4606835233,418.63957024,92.4248657227,15.1699662209,985680,681800,105,0.0345531131
Aug,S20062132006243.MON.chlor_a.csv,12389.4296944,26.4166944443,23.2079184055,12.6365812236,159.683185019,88.5700912476,15.026368618,985680,392068,469,0.0790078368
Sep,S20062442006273.MON.chlor_a.csv,8834.70814113,22.1977591486,20.2483592033,7.4138614425,54.9653414881,65.9273452759,15.0024724603,985680,388379,398,0.0666330711
Oct,S20062742006304.MON.chlor_a.csv,3689.72777956,23.2058350915,19.710201025,10.2814064041,105.707317646,85.0446472168,15.0664536953,985680,389034,159,0.0266489677
Nov,S20063052006334.MON.chlor_a.csv,12904.5866214,24.3024230158,20.1981754303,12.0664383479,145.598934403,97.2868270874,15.0089638233,985680,440252,531,0.0973547379
Dec,S20063352006365.MON.chlor_a.csv,5068.30582599,22.9335105248,20.2192471549,8.4830595829,71.962299887,69.8962783813,15.0925781727,985680,486709,221,0.0442911512
