Month,file,sum,mean,median,std,var,max,min,totalpix,nanpix,statipix,percent
Feb,S20050322005059.MON.chlor_a.csv,2230.49310658,28.2340899567,23.4678265452,11.8373307662,140.122399669,68.9825744629,20.4072603683,985680,660656,79,0.0243058974
Mar,S20050602005090.MON.chlor_a.csv,8899.6045765,32.36219846,26.4400882721,14.2054338841,201.794351835,85.4209365845,20.1165046692,985680,633610,275,0.0781094669
Apr,S20050912005120.MON.chlor_a.csv,4423.98771374,30.3012857106,26.4013603926,13.3108593563,177.178976804,84.7863845825,20.0395765305,985680,392407,146,0.024609244
May,S20051212005151.MON.chlor_a.csv,3376.81783688,27.014542695,23.0984262625,12.1932891732,148.676300861,80.4225082397,20.002573061,985680,398970,125,0.0213052445
Jun,S20051522005181.MON.chlor_a.csv,894.979194522,28.8702965975,22.0819549561,10.9090402766,119.007159756,64.078086853,20.0932326317,985680,672690,31,0.0099044698
Jul,S20051822005212.MON.chlor_a.csv,3826.81523748,33.8656215706,25.6056289673,18.415877546,339.144545788,97.2804718018,20.2662296295,985680,469933,113,0.0219099675
Aug,S20052132005243.MON.chlor_a.csv,7850.90098696,28.5487308617,25.3859386444,9.4984349106,90.2202657517,69.9899673462,20.0017967224,985680,394813,275,0.0465417767
Sep,S20052442005273.MON.chlor_a.csv,9473.10540942,32.0037344913,26.3489294052,15.4852324624,239.792424416,99.7157058716,20.0075511932,985680,397279,296,0.0503058288
Oct,S20052742005304.MON.chlor_a.csv,3342.62420046,27.1758065078,24.047669217,9.083732896,82.5142033263,73.3038635254,20.0267208644,985680,389116,123,0.0206180728
Nov,S20053052005334.MON.chlor_a.csv,10491.8373623,27.5376308722,24.4697437286,8.7586918485,76.7146828977,71.9108810425,20.0056124926,985680,424859,381,0.0679361151
Dec,S20053352005365.MON.chlor_a.csv,3597.54789406,29.9795657838,24.0902557373,14.9245777386,222.743020675,99.9407806396,20.0578395724,985680,623907,120,0.0331699712
Jan,S20060012006031.MON.chlor_a.csv,2848.38902623,32.7401037498,26.846157074,13.4502502408,180.909231541,92.6855316162,20.0652008057,985680,475538,87,0.0170540751
Feb,S20060322006059.MON.chlor_a.csv,1559.98987657,29.433771256,24.8352012634,13.2249090356,174.898218999,97.4656982422,20.056230545,985680,422794,53,0.0094157609
Mar,S20060602006090.MON.chlor_a.csv,5219.98535175,31.0713413794,25.9571712017,14.8395773391,220.213055602,97.7441101074,20.0330657005,985680,426096,168,0.0300223023
Apr,S20060912006120.MON.chlor_a.csv,2347.96199217,35.5751816996,28.3451271057,18.6480787134,347.750839702,98.3231964111,20.3232059479,985680,419836,66,0.0116639922
May,S20061212006151.MON.chlor_a.csv,4675.72541294,30.5602968166,25.7254905701,12.2876660439,150.986736805,90.3890762329,20.1443978945,985680,403933,153,0.0263000927
Jun,S20061522006181.MON.chlor_a.csv,1992.70717408,33.2117862347,24.0438871384,19.2405441009,370.198537298,99.7268753052,20.3445491791,985680,418525,60,0.0105791186
Jul,S20061822006212.MON.chlor_a.csv,2916.57966932,41.6654238474,32.8817157745,20.6554846953,426.649047997,92.4248657227,20.205783844,985680,681800,70,0.0230354087
Aug,S20062132006243.MON.chlor_a.csv,9322.38545654,32.0356888541,27.2075684865,13.1486597156,172.887252317,88.5700912476,20.0134010315,985680,392068,291,0.04902192
Sep,S20062442006273.MON.chlor_a.csv,5635.45157749,26.7083013151,24.4284055829,7.6539758361,58.5833460989,65.9273452759,20.0128827095,985680,388379,211,0.0353255729
Oct,S20062742006304.MON.chlor_a.csv,2313.30950424,29.2823987879,25.2485016957,11.7173884425,137.297191912,85.0446472168,20.04429245,985680,389034,79,0.0132406821
Nov,S20063052006334.MON.chlor_a.csv,8395.82965801,31.2112626692,25.8544998169,13.7398890519,188.784551158,97.2868270874,20.0750389099,985680,440252,269,0.0493190669
Dec,S20063352006365.MON.chlor_a.csv,3290.42617407,28.1233006331,25.5221841335,8.7548390182,76.6472062342,69.8962783813,20.0298290253,985680,486709,117,0.0234482565
